StudyHours,Attendance,PreviousScore,SleepHours,Result
5.7,34,48,6.1,Fail
2.7,48,37,5.1,Fail
4.6,41,74,7.3,Fail
4.8,89,32,7.6,Fail
3.6,79,95,8.1,Pass
2.2,99,96,8.8,Fail
4.0,81,38,6.3,Fail
4.5,77,24,5.0,Fail
2.9,56,48,3.6,Fail
2.6,64,26,5.9,Fail
1.4,72,40,6.1,Fail
1.7,60,85,5.0,Fail
5.0,95,39,7.2,Fail
4.5,45,46,3.6,Fail
4.5,30,67,6.1,Fail
5.6,85,58,3.6,Fail
3.5,47,93,3.9,Fail
2.9,30,39,3.7,Fail
1.5,85,23,5.4,Fail
3.8,72,76,4.3,Pass
2.1,58,99,7.4,Fail
4.1,44,64,8.8,Fail
2.9,83,65,4.6,Fail
3.8,93,92,3.3,Pass
2.9,45,45,5.1,Fail
3.3,87,25,3.4,Fail
1.3,54,27,3.8,Fail
2.9,47,77,5.1,Fail
4.1,78,50,3.8,Fail
2.5,32,92,6.3,Fail
4.4,48,51,8.5,Fail
3.8,57,23,8.7,Fail
1.7,37,93,4.6,Fail
3.4,46,53,6.4,Fail
2.2,33,26,7.7,Fail
3.4,100,86,3.2,Fail
4.0,100,97,3.6,Pass
4.2,98,41,7.8,Fail
4.6,72,36,4.5,Fail
1.0,54,58,6.4,Fail
5.5,92,20,6.5,Fail
2.5,54,50,5.9,Fail
1.7,84,62,3.6,Fail
3.5,50,29,7.5,Fail
3.7,43,41,7.2,Fail
2.1,30,37,6.1,Fail
2.6,66,21,3.5,Fail
4.9,85,74,6.4,Pass
5.0,42,85,6.7,Pass
4.0,86,70,8.9,Pass
3.1,98,44,5.4,Fail
3.7,45,76,7.9,Fail
4.3,74,90,7.9,Pass
5.9,98,44,7.8,Fail
1.3,99,23,5.1,Fail
5.8,65,38,6.4,Fail
1.0,41,20,6.4,Fail
2.4,92,41,7.6,Fail
2.9,85,32,4.6,Fail
3.8,43,24,4.9,Fail
3.4,46,98,5.1,Fail
2.1,30,54,5.5,Fail
2.3,39,76,6.4,Fail
2.1,38,78,3.9,Fail
4.4,89,63,6.4,Pass
3.5,96,55,4.6,Fail
2.4,91,38,6.6,Fail
2.9,40,38,8.5,Fail
5.9,87,45,7.8,Fail
4.5,74,69,8.7,Pass
4.2,85,46,4.9,Fail
2.4,58,62,6.0,Fail
2.4,70,27,3.7,Fail
3.5,43,96,3.9,Fail
1.6,86,67,3.6,Fail
5.1,79,43,6.7,Fail
1.2,90,36,8.9,Fail
4.5,96,67,3.4,Pass
5.8,30,33,4.9,Fail
5.5,52,98,4.8,Pass
4.7,43,65,7.3,Fail
4.3,43,41,7.2,Fail
3.7,52,74,4.2,Fail
3.2,33,45,5.8,Fail
3.2,60,60,4.5,Fail
5.5,51,88,8.0,Pass
4.1,64,57,8.5,Fail
3.1,59,54,4.8,Fail
1.2,30,33,8.4,Fail
5.6,74,38,6.0,Fail
5.3,69,99,6.1,Pass
1.2,31,47,3.8,Fail
1.7,88,75,5.8,Fail
4.7,45,60,6.7,Fail
2.5,58,80,7.9,Fail
4.5,60,90,5.8,Pass
3.1,67,20,3.3,Fail
5.6,99,85,4.7,Pass
1.1,48,26,7.8,Fail
2.0,76,97,7.7,Fail
2.4,37,97,7.0,Fail
2.8,36,31,4.1,Fail
5.6,49,88,8.2,Pass
4.3,39,70,5.6,Fail
3.9,49,61,5.7,Fail
5.5,48,68,6.8,Fail
4.9,65,74,6.0,Fail
3.2,54,79,5.4,Fail
3.6,67,100,6.2,Fail
1.4,34,77,8.2,Fail
2.9,35,84,8.0,Fail
3.6,42,26,6.5,Fail
4.1,50,81,5.5,Pass
1.6,70,35,6.8,Fail
1.2,93,31,6.1,Fail
1.8,89,79,5.3,Fail
3.8,53,55,9.0,Fail
1.7,74,61,4.1,Fail
1.7,47,79,8.5,Fail
1.8,39,43,6.5,Fail
2.7,39,85,6.1,Fail
1.5,53,26,7.2,Fail
1.9,39,49,8.7,Fail
5.1,33,80,7.9,Pass
4.6,63,23,5.1,Fail
2.0,38,56,4.6,Fail
1.7,98,24,4.3,Fail
4.1,46,76,6.8,Pass
5.3,38,67,6.8,Fail
2.1,33,25,5.7,Fail
5.4,50,36,4.3,Fail
2.4,47,89,8.6,Fail
1.3,63,41,6.7,Fail
3.8,97,20,5.8,Fail
3.5,48,95,5.4,Fail
1.2,92,76,7.9,Fail
2.4,99,21,5.1,Fail
1.5,41,30,4.8,Fail
2.4,66,81,6.5,Fail
2.7,91,69,7.5,Fail
4.8,72,57,4.5,Fail
5.7,79,22,8.4,Fail
1.3,63,79,4.3,Fail
3.7,36,59,6.0,Fail
1.5,87,53,8.2,Fail
4.4,50,23,4.9,Fail
1.7,55,23,5.3,Fail
5.5,71,93,3.5,Pass
4.0,68,97,5.8,Pass
5.6,83,36,5.1,Fail
3.0,77,41,3.4,Fail
5.9,89,33,6.8,Fail
2.7,73,28,3.3,Fail
4.0,50,36,3.4,Fail
2.7,51,70,5.2,Fail
3.8,71,57,3.6,Fail
2.8,82,30,7.4,Fail
2.2,45,92,8.7,Fail
2.6,94,41,6.5,Fail
3.1,46,76,7.5,Fail
2.7,82,41,4.5,Fail
3.6,74,37,3.8,Fail
3.6,93,89,5.1,Pass
2.1,37,82,8.4,Fail
2.1,89,77,8.1,Fail
1.7,71,56,8.7,Fail
4.2,91,83,3.8,Pass
3.7,53,80,8.6,Fail
4.4,100,52,8.1,Fail
3.4,32,74,3.6,Fail
2.9,38,75,8.5,Fail
1.9,62,24,4.1,Fail
2.6,94,26,3.6,Fail
2.1,55,57,6.0,Fail
3.6,39,32,5.1,Fail
4.7,81,59,7.5,Fail
1.8,93,57,6.6,Fail
5.2,44,89,7.1,Pass
1.2,67,70,4.8,Fail
3.2,59,87,7.7,Fail
4.3,76,87,6.4,Pass
2.8,48,62,6.6,Fail
1.4,100,26,5.6,Fail
4.3,31,69,3.3,Fail
4.4,97,80,4.0,Pass
3.5,80,37,3.7,Fail
5.4,57,74,5.1,Fail
4.6,64,45,3.2,Fail
1.9,59,52,3.7,Fail
3.6,48,54,5.3,Fail
3.1,42,33,7.9,Fail
3.9,44,65,3.8,Fail
5.1,51,92,7.0,Pass
2.8,62,42,6.5,Fail
3.0,42,40,8.3,Fail
4.8,38,86,6.8,Pass
4.1,46,31,3.1,Fail
6.0,99,94,8.7,Pass
4.2,92,32,3.3,Fail
5.2,96,88,4.4,Pass
5.8,48,44,3.5,Fail
5.2,40,81,4.0,Pass
2.3,67,40,8.8,Fail
3.4,45,67,5.7,Fail
2.3,54,69,7.0,Fail
4.3,47,79,8.5,Pass
5.1,50,43,5.5,Fail
2.8,52,94,3.7,Fail
4.6,90,23,5.4,Fail
3.9,42,85,8.5,Fail
2.3,90,94,3.9,Fail
1.1,49,21,4.8,Fail
2.5,55,38,8.9,Fail
4.6,34,33,5.4,Fail
4.5,92,70,3.7,Pass
2.9,82,99,4.4,Fail
4.5,30,52,3.8,Fail
4.8,91,27,8.6,Fail
2.4,46,26,6.9,Fail
2.0,83,80,7.9,Fail
1.6,40,32,6.9,Fail
1.4,85,40,5.7,Fail
3.3,43,45,7.8,Fail
1.1,77,97,6.6,Fail
3.7,59,30,8.1,Fail
4.5,84,40,8.2,Fail
1.1,100,59,7.6,Fail
2.2,99,100,3.6,Fail
1.9,32,58,4.2,Fail
2.2,81,83,3.4,Fail
1.9,45,37,7.3,Fail
4.9,37,100,5.3,Pass
5.6,78,71,4.9,Pass
5.8,39,48,8.2,Fail
3.8,96,27,5.2,Fail
2.3,49,45,4.2,Fail
2.3,86,23,5.0,Fail
3.4,79,83,3.4,Fail
2.8,100,48,4.0,Fail
1.0,41,29,7.1,Fail
1.7,64,32,6.7,Fail
3.8,33,46,8.9,Fail
3.8,64,43,5.6,Fail
3.5,90,40,7.7,Fail
5.7,40,57,3.5,Fail
2.9,33,54,5.8,Fail
1.4,59,31,5.6,Fail
1.2,88,26,3.3,Fail
5.5,44,27,3.3,Fail
4.9,100,77,6.1,Pass
2.0,50,20,8.3,Fail
3.4,43,78,4.1,Fail
4.7,50,73,8.5,Fail
4.2,30,86,4.2,Pass
3.2,84,43,6.3,Fail
5.7,86,32,3.7,Fail
5.9,85,59,5.3,Fail
5.4,53,30,4.3,Fail
4.5,88,23,5.8,Fail
4.2,88,33,3.7,Fail
4.5,75,30,5.6,Fail
4.6,35,83,4.0,Pass
1.4,35,21,7.5,Fail
3.1,65,97,4.4,Fail
1.9,31,29,4.9,Fail
3.0,41,81,3.2,Fail
3.1,37,22,3.1,Fail
4.6,36,75,8.8,Pass
2.4,70,99,4.5,Fail
2.8,66,66,5.9,Fail
3.9,62,69,8.4,Fail
5.7,80,37,3.5,Fail
3.7,89,84,8.7,Pass
4.1,60,60,4.3,Fail
3.4,40,71,5.3,Fail
2.8,70,21,8.6,Fail
5.6,96,30,3.3,Fail
2.0,77,46,6.9,Fail
4.0,81,45,7.7,Fail
1.7,97,24,5.2,Fail
4.2,84,70,8.2,Pass
4.8,90,81,8.9,Pass
3.6,76,41,7.5,Fail
3.4,55,33,6.8,Fail
4.1,95,59,3.5,Fail
4.0,49,99,7.4,Pass
2.9,66,69,7.2,Fail
2.6,88,45,4.4,Fail
1.0,84,35,4.4,Fail
2.8,32,59,5.0,Fail
2.2,88,82,5.6,Fail
5.1,52,46,8.0,Fail
5.9,66,71,8.2,Fail
1.4,81,94,6.9,Fail
2.5,87,92,8.5,Fail
5.5,46,78,3.1,Pass
1.9,30,99,7.9,Fail
2.9,54,73,6.0,Fail
3.7,82,50,5.1,Fail
4.0,50,31,4.1,Fail
5.9,75,28,8.4,Fail
5.5,49,78,3.8,Pass
4.9,33,67,7.8,Fail
4.1,98,95,7.9,Pass
5.7,89,69,6.8,Pass
2.4,83,69,5.1,Fail
4.3,46,87,4.3,Pass
3.3,64,42,5.7,Fail
3.3,40,43,8.8,Fail
4.6,98,28,4.3,Fail
1.4,39,80,4.0,Fail
1.6,74,82,7.0,Fail
5.1,71,87,7.5,Pass
3.9,33,30,6.8,Fail
3.3,44,32,6.6,Fail
3.4,35,72,6.6,Fail
4.5,90,42,7.9,Fail
3.1,91,26,7.1,Fail
5.4,65,73,8.4,Fail
5.5,37,65,4.6,Fail
1.1,37,31,8.7,Fail
1.4,56,62,6.5,Fail
1.4,98,27,6.1,Fail
2.0,64,75,8.6,Fail
3.4,87,80,4.9,Fail
4.9,76,79,6.5,Pass
1.4,57,42,7.0,Fail
1.4,32,21,6.2,Fail
4.3,39,63,8.7,Fail
1.4,94,53,5.8,Fail
4.3,52,75,5.5,Pass
4.3,86,97,5.7,Pass
3.2,47,84,3.8,Fail
3.9,39,88,3.5,Fail
2.6,46,90,4.0,Fail
2.7,50,77,7.9,Fail
2.9,52,90,8.2,Fail
4.2,92,93,5.5,Pass
1.9,47,85,4.5,Fail
5.5,44,92,4.7,Pass
3.9,61,76,7.8,Fail
1.2,63,89,4.3,Fail
3.7,60,25,6.2,Fail
4.0,38,25,4.1,Fail
5.0,59,82,3.8,Pass
5.0,36,67,7.8,Fail
1.6,33,92,6.7,Fail
3.7,45,48,6.7,Fail
4.1,54,57,8.3,Fail
1.1,31,55,3.2,Fail
5.3,44,60,6.8,Fail
2.7,93,84,8.1,Fail
2.3,30,66,4.4,Fail
4.7,45,80,6.1,Pass
4.0,63,66,7.5,Fail
4.8,63,41,4.7,Fail
2.2,46,74,4.2,Fail
5.8,84,60,8.9,Pass
1.8,63,58,4.0,Fail
1.6,98,35,8.9,Fail
1.9,35,90,7.0,Fail
1.8,45,77,4.7,Fail
2.4,32,32,3.5,Fail
2.4,75,86,4.3,Fail
5.1,33,28,7.2,Fail
2.7,66,70,7.8,Fail
5.0,42,92,7.5,Pass
2.0,68,75,4.8,Fail
5.3,44,45,8.2,Fail
1.8,40,30,5.0,Fail
2.6,60,39,3.7,Fail
4.7,52,61,4.6,Fail
3.2,48,82,4.7,Fail
3.4,57,31,6.6,Fail
1.6,66,97,8.1,Fail
4.9,55,69,6.4,Fail
5.3,74,56,7.7,Fail
2.5,31,42,8.5,Fail
4.4,42,27,4.6,Fail
5.8,75,24,5.2,Fail
5.6,67,62,4.5,Fail
4.5,100,71,5.4,Pass
2.1,89,29,8.8,Fail
4.1,42,34,3.6,Fail
5.7,66,66,3.6,Fail
5.7,58,87,3.6,Pass
3.5,78,38,5.2,Fail
6.0,56,44,6.7,Fail
5.3,94,53,6.7,Fail
5.7,97,59,7.5,Fail
5.8,62,48,8.7,Fail
5.9,61,74,5.8,Fail
2.2,92,73,6.3,Fail
3.8,57,47,5.9,Fail
3.8,95,75,3.3,Pass
4.1,56,90,8.9,Pass
3.1,36,60,8.7,Fail
4.2,79,78,7.4,Pass
3.9,70,85,5.9,Pass
2.7,58,28,5.4,Fail
4.8,74,66,5.0,Pass
3.1,64,100,8.7,Fail
2.2,79,24,8.8,Fail
3.0,65,96,6.7,Fail
1.0,91,66,4.1,Fail
1.3,72,58,7.7,Fail
4.8,75,24,8.9,Fail
4.6,90,76,6.2,Pass
5.6,81,72,8.9,Pass
1.1,44,90,6.9,Fail
3.3,93,61,8.6,Fail
4.6,75,38,6.4,Fail
5.0,100,47,7.3,Fail
3.2,46,81,7.5,Fail
1.2,56,76,6.7,Fail
2.7,42,36,3.1,Fail
5.9,81,34,8.0,Fail
4.5,62,44,8.0,Fail
1.5,77,29,8.7,Fail
2.8,60,96,8.1,Fail
4.6,66,48,6.9,Fail
4.8,37,95,5.0,Pass
4.2,60,43,6.8,Fail
2.5,93,37,8.5,Fail
3.4,41,67,8.0,Fail
5.6,95,67,8.7,Pass
2.4,86,77,7.5,Fail
3.4,41,43,5.0,Fail
2.4,96,44,7.3,Fail
4.7,54,99,4.8,Pass
4.3,85,52,7.6,Fail
5.5,93,98,3.4,Pass
3.5,73,91,8.3,Pass
2.9,46,62,3.6,Fail
2.1,62,28,3.5,Fail
4.2,67,24,3.9,Fail
1.2,64,38,4.5,Fail
2.8,91,59,3.6,Fail
1.6,68,58,6.8,Fail
1.7,76,48,4.7,Fail
2.2,86,72,3.9,Fail
3.7,43,98,5.5,Fail
3.6,48,97,4.4,Fail
2.4,59,37,3.3,Fail
3.1,97,81,8.4,Fail
1.0,54,81,5.1,Fail
3.3,93,92,6.2,Fail
2.0,30,46,3.1,Fail
3.5,30,20,4.0,Fail
2.0,30,55,3.3,Fail
4.2,52,50,7.9,Fail
5.3,75,73,3.5,Pass
5.4,92,36,6.1,Fail
2.7,51,20,4.2,Fail
2.1,45,46,7.8,Fail
5.4,71,89,3.6,Pass
3.9,41,74,6.5,Fail
3.5,96,43,5.0,Fail
2.3,64,45,4.4,Fail
4.9,38,99,6.7,Pass
2.6,79,66,5.2,Fail
4.8,55,92,6.3,Pass
2.1,63,41,6.2,Fail
4.0,44,62,4.6,Fail
2.9,72,70,5.1,Fail
5.3,77,31,3.8,Fail
3.4,60,63,4.7,Fail
1.6,82,46,3.6,Fail
5.9,92,52,4.2,Fail
2.9,70,27,3.7,Fail
2.0,70,85,7.4,Fail
3.5,33,67,7.0,Fail
5.6,40,53,7.8,Fail
1.1,53,89,8.9,Fail
5.8,57,77,3.8,Pass
3.2,57,78,5.2,Fail
3.8,64,69,4.5,Fail
4.6,39,24,4.5,Fail
2.1,30,79,3.0,Fail
1.3,72,91,4.0,Fail
3.5,38,65,6.5,Fail
3.3,88,72,5.9,Fail
2.3,67,54,8.8,Fail
2.4,91,31,3.1,Fail
3.2,76,56,6.4,Fail
2.3,67,44,8.7,Fail
3.3,96,62,3.6,Fail
4.0,53,43,5.5,Fail
4.8,83,46,4.3,Fail
4.1,53,97,7.2,Pass
5.9,100,31,8.3,Fail
4.7,31,40,8.4,Fail
3.5,71,71,4.4,Pass
4.7,68,39,3.7,Fail
3.5,99,92,9.0,Pass
4.2,44,84,5.7,Pass
4.0,83,85,8.0,Pass
3.4,84,27,6.9,Fail
1.1,82,94,5.5,Fail
3.7,44,97,7.7,Fail
4.7,36,57,4.0,Fail
4.7,68,88,3.8,Pass
3.9,46,58,8.5,Fail
4.0,40,27,4.0,Fail
5.2,85,69,5.6,Pass
5.9,93,43,6.8,Fail
1.1,78,86,4.6,Fail
5.3,99,29,9.0,Fail
4.6,76,24,7.4,Fail
4.3,62,49,7.6,Fail
4.7,44,34,5.2,Fail
1.8,47,58,3.8,Fail
2.9,83,63,5.7,Fail
1.7,93,91,5.5,Fail
5.1,88,35,7.2,Fail
2.7,35,31,6.5,Fail
5.7,93,100,6.8,Pass
5.3,54,51,3.4,Fail
1.8,88,96,4.9,Fail
5.7,84,45,7.2,Fail
1.9,93,86,7.8,Fail
1.2,46,51,8.3,Fail
4.7,79,39,4.6,Fail
1.8,58,85,4.1,Fail
2.7,42,98,7.9,Fail
1.3,76,80,6.7,Fail
4.4,99,48,8.0,Fail
1.3,56,73,6.3,Fail
3.8,70,60,4.4,Pass
3.3,63,22,8.5,Fail
3.1,63,62,6.8,Fail
1.2,33,49,4.9,Fail
3.9,79,45,8.6,Fail
5.5,96,31,8.5,Fail
4.1,89,42,9.0,Fail
4.5,61,29,3.9,Fail
2.6,79,89,4.7,Fail
4.7,54,21,3.4,Fail
1.7,77,63,4.1,Fail
2.2,81,87,3.4,Fail
5.3,82,89,3.5,Pass
3.0,31,33,5.8,Fail
4.7,74,46,3.7,Fail
4.8,76,70,4.7,Pass
3.1,61,85,6.0,Fail
5.2,44,32,4.2,Fail
1.1,66,79,7.4,Fail
3.8,70,56,6.5,Fail
4.0,44,71,3.2,Fail
5.0,67,45,6.0,Fail
1.2,89,94,8.1,Fail
4.2,38,62,7.0,Fail
1.6,39,80,7.2,Fail
1.4,52,49,7.3,Fail
5.2,37,38,4.5,Fail
4.1,73,73,7.0,Pass
5.9,50,30,6.0,Fail
1.3,69,30,4.5,Fail
2.8,65,88,6.8,Fail
2.0,53,93,6.2,Fail
4.8,56,91,6.9,Pass
4.9,73,84,7.2,Pass
1.8,51,33,6.1,Fail
3.5,53,66,3.2,Fail
3.2,43,58,3.9,Fail
5.1,65,39,5.0,Fail
4.7,71,82,4.7,Pass
1.0,95,26,4.9,Fail
5.9,65,90,3.2,Pass
4.5,68,81,3.0,Pass
3.4,69,84,8.8,Fail
4.4,89,93,7.9,Pass
5.1,62,25,5.3,Fail
5.7,77,77,3.1,Pass
5.2,94,73,5.8,Pass
1.1,81,79,3.5,Fail
2.3,79,61,3.3,Fail
1.9,62,24,7.7,Fail
1.9,74,80,6.8,Fail
4.9,98,32,7.4,Fail
1.1,63,77,8.7,Fail
2.7,91,28,3.4,Fail
5.3,64,74,4.8,Fail
1.6,32,65,7.7,Fail
4.0,43,60,3.6,Fail
1.3,52,49,8.7,Fail
2.3,75,97,4.6,Fail
1.5,88,47,7.9,Fail
5.8,34,42,7.3,Fail
4.2,37,31,4.6,Fail
4.8,30,30,8.1,Fail
3.7,47,40,6.3,Fail
1.1,62,91,8.7,Fail
4.4,56,46,6.6,Fail
4.3,54,70,5.4,Fail
1.2,75,52,4.7,Fail
5.8,53,57,8.7,Fail
4.0,97,45,4.4,Fail
2.8,30,94,7.9,Fail
1.9,49,48,6.0,Fail
1.3,37,24,3.4,Fail
5.0,65,81,4.3,Pass
3.4,43,62,4.6,Fail
2.6,39,35,7.4,Fail
4.4,52,38,3.2,Fail
4.7,98,96,4.0,Pass
2.7,84,95,3.4,Fail
3.8,60,91,5.7,Fail
4.9,50,24,8.3,Fail
2.8,34,27,8.9,Fail
6.0,69,54,8.9,Fail
2.5,47,88,3.4,Fail
4.7,100,50,7.9,Fail
3.1,34,88,4.4,Fail
3.7,91,66,4.3,Pass
4.9,31,44,8.3,Fail
4.3,97,39,5.1,Fail
4.6,96,35,6.2,Fail
1.9,78,91,8.2,Fail
4.2,90,94,8.1,Pass
3.3,77,85,8.0,Fail
1.1,92,38,8.4,Fail
1.1,68,68,6.2,Fail
1.0,62,93,5.9,Fail
4.3,62,80,8.1,Pass
5.7,59,66,8.2,Fail
4.6,34,47,8.9,Fail
1.2,57,44,3.0,Fail
4.5,85,68,7.3,Pass
4.4,77,66,8.0,Pass
5.6,79,77,7.4,Pass
2.8,44,38,3.9,Fail
2.1,52,53,6.3,Fail
3.6,44,25,9.0,Fail
1.3,33,77,4.7,Fail
4.5,94,84,3.7,Pass
4.9,100,52,4.6,Fail
5.7,46,66,4.6,Fail
5.8,33,75,5.1,Pass
4.9,88,56,9.0,Fail
3.1,57,65,4.2,Fail
4.6,63,64,7.8,Fail
4.4,61,87,7.3,Pass
3.1,41,64,8.3,Fail
4.9,72,71,8.4,Pass
4.5,34,39,6.4,Fail
3.8,90,63,8.8,Pass
4.5,43,61,5.1,Fail
2.8,88,71,6.6,Fail
1.7,53,46,5.1,Fail
2.7,37,66,3.4,Fail
3.3,98,89,6.6,Fail
2.8,55,41,7.4,Fail
4.2,71,84,3.6,Pass
5.1,78,31,7.2,Fail
2.5,53,45,3.6,Fail
5.1,53,60,8.1,Fail
5.5,49,25,6.1,Fail
5.9,75,71,7.5,Pass
5.2,59,23,7.8,Fail
4.7,45,66,9.0,Fail
3.9,70,83,4.2,Pass
1.8,94,90,8.1,Fail
4.4,35,99,6.5,Pass
1.7,62,73,6.9,Fail
1.1,46,92,6.7,Fail
3.2,61,96,4.0,Fail
5.0,99,98,7.8,Pass
5.1,36,50,4.4,Fail
2.1,98,62,4.8,Fail
1.1,49,68,9.0,Fail
3.4,45,51,4.9,Fail
4.9,41,80,6.7,Pass
2.3,66,39,5.3,Fail
4.6,40,43,6.9,Fail
2.3,37,89,8.4,Fail
1.6,58,84,6.5,Fail
1.7,84,69,4.5,Fail
1.8,51,45,7.1,Fail
2.2,73,58,3.8,Fail
5.9,91,69,3.4,Pass
4.8,76,47,4.9,Fail
2.0,60,89,5.6,Fail
4.0,74,58,6.9,Fail
1.9,64,75,6.1,Fail
4.4,38,73,8.3,Fail
1.6,83,82,5.2,Fail
1.1,77,21,6.2,Fail
5.0,46,73,7.3,Fail
4.0,99,32,8.3,Fail
5.1,32,67,5.8,Fail
5.9,54,91,4.2,Pass
5.9,34,54,5.4,Fail
2.6,50,30,8.4,Fail
2.1,79,98,5.8,Fail
4.5,53,92,5.1,Pass
5.9,39,49,7.7,Fail
3.2,50,80,7.7,Fail
1.5,54,34,6.9,Fail
2.0,38,77,5.0,Fail
5.4,93,45,6.6,Fail
4.5,92,72,6.4,Pass
2.1,40,56,5.6,Fail
3.7,83,37,3.7,Fail
1.1,91,42,8.0,Fail
3.2,95,36,3.9,Fail
3.6,78,43,7.4,Fail
2.2,91,85,7.3,Fail
2.7,43,37,6.8,Fail
4.3,79,60,3.8,Pass
2.6,61,43,4.7,Fail
4.5,91,66,8.8,Pass
3.1,99,90,8.6,Fail
2.8,91,35,6.0,Fail
5.2,86,49,5.4,Fail
4.3,88,100,8.1,Pass
1.2,88,46,7.7,Fail
1.7,98,36,6.3,Fail
4.6,73,54,4.8,Fail
2.4,82,58,4.8,Fail
3.8,50,67,4.4,Fail
4.0,56,63,4.6,Fail
1.7,47,72,3.1,Fail
2.5,93,62,4.5,Fail
3.3,68,41,3.9,Fail
3.9,44,83,5.0,Fail
2.0,54,26,8.1,Fail
2.1,39,60,5.4,Fail
4.5,59,52,3.8,Fail
4.5,52,97,6.6,Pass
4.0,76,55,5.2,Fail
5.5,70,92,3.2,Pass
2.7,97,52,4.9,Fail
1.1,89,30,5.7,Fail
2.5,75,60,7.9,Fail
3.2,51,96,3.8,Fail
2.9,36,99,4.3,Fail
1.9,44,28,5.8,Fail
4.4,48,60,4.6,Fail
4.6,94,55,7.0,Fail
5.4,91,42,3.6,Fail
3.8,30,63,3.1,Fail
2.1,57,20,6.7,Fail
5.0,40,93,5.2,Pass
3.0,57,98,4.8,Fail
3.4,45,23,6.8,Fail
5.1,49,79,6.1,Pass
3.7,54,34,4.3,Fail
4.3,97,54,3.4,Fail
5.3,40,21,5.7,Fail
4.1,30,64,8.0,Fail
5.0,96,24,4.3,Fail
5.6,37,70,7.0,Fail
4.9,49,49,8.4,Fail
5.2,89,63,8.5,Pass
4.2,37,93,8.6,Pass
3.0,89,69,4.1,Fail
2.0,47,77,6.1,Fail
4.1,81,65,6.8,Pass
5.5,85,79,3.3,Pass
5.1,79,49,7.1,Fail
5.4,48,37,4.2,Fail
1.0,81,38,7.4,Fail
2.7,61,30,7.5,Fail
3.1,78,92,4.0,Fail
2.8,62,22,7.7,Fail
3.6,61,56,3.8,Fail
5.2,98,26,3.9,Fail
4.9,61,70,6.8,Fail
5.3,98,99,5.1,Pass
4.8,90,45,7.7,Fail
2.1,85,69,4.7,Fail
2.0,56,43,6.7,Fail
1.4,30,78,3.9,Fail
2.9,53,77,5.8,Fail
3.5,91,35,3.9,Fail
5.5,81,83,5.0,Pass
3.2,37,27,8.4,Fail
2.9,67,22,3.5,Fail
1.4,76,65,7.6,Fail
4.8,44,33,5.0,Fail
3.7,65,25,8.5,Fail
3.8,84,21,3.5,Fail
2.9,47,39,6.5,Fail
2.6,50,84,8.6,Fail
3.2,85,38,7.6,Fail
5.8,59,98,7.3,Pass
1.9,61,90,7.9,Fail
4.7,85,27,5.5,Fail
3.8,30,26,7.5,Fail
5.0,88,43,7.8,Fail
2.8,93,100,3.7,Fail
1.4,31,37,6.8,Fail
3.4,46,27,4.1,Fail
3.7,80,82,6.4,Pass
2.2,76,55,7.8,Fail
3.1,39,63,8.6,Fail
2.6,53,71,8.8,Fail
1.4,34,23,3.9,Fail
5.3,38,52,6.6,Fail
1.9,57,93,8.4,Fail
4.3,42,25,5.3,Fail
1.8,72,30,8.1,Fail
5.9,87,47,8.9,Fail
3.7,95,43,4.7,Fail
1.7,46,40,5.7,Fail
4.5,59,95,8.5,Pass
5.5,38,91,9.0,Pass
2.2,30,37,6.6,Fail
3.2,87,25,7.6,Fail
1.5,56,30,4.3,Fail
1.5,75,40,4.7,Fail
2.0,85,74,5.2,Fail
5.4,30,40,8.1,Fail
5.6,44,88,4.7,Pass
5.8,90,26,6.8,Fail
4.2,35,41,5.3,Fail
2.8,38,57,7.0,Fail
1.5,97,71,6.1,Fail
4.5,37,24,6.3,Fail
2.5,59,46,8.7,Fail
3.5,65,94,4.4,Fail
3.1,47,74,4.2,Fail
3.6,90,100,7.5,Pass
5.5,38,67,5.5,Fail
5.1,67,84,7.4,Pass
1.6,96,46,6.3,Fail
1.1,34,41,7.3,Fail
3.7,72,28,5.1,Fail
1.9,82,22,5.9,Fail
1.6,91,20,8.4,Fail
1.1,86,50,5.9,Fail
1.8,43,75,5.9,Fail
4.1,48,58,5.8,Fail
1.3,33,57,8.7,Fail
5.7,44,27,7.9,Fail
1.9,47,80,3.9,Fail
2.3,36,94,7.9,Fail
1.4,49,65,4.2,Fail
2.4,40,26,8.7,Fail
5.5,61,55,4.8,Fail
2.4,91,31,6.5,Fail
2.8,52,80,4.7,Fail
5.2,78,83,4.8,Pass
2.3,94,64,8.0,Fail
4.5,40,83,8.3,Pass
2.8,63,57,6.4,Fail
2.5,72,97,4.2,Fail
3.2,30,34,5.3,Fail
4.6,34,52,5.9,Fail
5.3,39,45,5.3,Fail
4.3,34,35,5.4,Fail
1.3,80,50,6.0,Fail
5.5,67,29,5.1,Fail
1.1,78,50,5.2,Fail
4.7,86,94,6.0,Pass
4.3,93,93,7.6,Pass
3.9,81,94,5.9,Pass
4.3,61,82,5.0,Pass
5.4,34,65,3.7,Fail
1.7,73,55,8.9,Fail
6.0,50,44,4.8,Fail
1.6,76,52,8.3,Fail
2.3,100,22,5.9,Fail
4.1,71,36,4.4,Fail
1.9,56,93,8.9,Fail
2.5,35,45,9.0,Fail
2.5,55,64,5.8,Fail
2.4,83,34,3.8,Fail
2.0,100,25,3.0,Fail
4.0,65,71,4.0,Fail
5.6,88,90,3.1,Pass
3.1,38,98,8.5,Fail
